DAYS,AAPL,SPX,VIX,SPGSCITR,BNDGLB,EEM,RETURN
3403,88.9357,1394.23,15.95,4931,374.76,40.18,0.011125878
3404,88.702,1401.35,15.99,4988.1,373.52,40.29,-0.002627741
3405,88.5514,1402.22,15.32,4999.4,373.39,40.37,-0.00169782
3406,88.6757,1402.8,15.28,5023.4,373.03,40.54,0.001403705
3407,88.8143,1405.87,14.74,4983.7,373.84,40.73,0.001562999
3410,90,1404.11,13.7,4964.7,373.8,40.365,0.013350328
3411,90.2414,1403.93,14.85,4979.3,372.54,40.36,0.002682222
3412,90.1186,1405.53,14.63,5029.5,371.25,40.3,-0.001360794
3413,90.9057,1415.51,14.29,5070.8,370.78,40.67,0.008734046
3414,92.5871,1418.16,13.45,5070.7,370.88,40.47,0.01849609
3417,95.0214,1418.13,14.02,5083.8,371.29,40.45,0.026292
3418,93.7231,1413.17,15.02,5131.5,371.89,40.39,-0.013663238
3419,95.5529,1413.49,15.11,5140.2,373.12,40.41,0.019523469
3420,94.6614,1402.08,15.96,5120.8,374.57,40.04,-0.00932991
3421,94.746,1411.13,15.18,5093.3,374.04,40.05,0.000893712
3424,96.5257,1410.44,16.35,5066.4,374.44,39.64,0.018783906
3425,96.4,1409.3,16.49,5078.1,374.9,39.56,-0.001302244
3426,96.2094,1410.49,17.06,5079.6,374.38,39.37,-0.001977178
3427,94.8383,1399.48,17.83,5066.4,374.8,38.91,-0.014251206
3428,95.0343,1406.58,17.47,5127.7,375.96,39.28,0.002066676
3432,96.4243,1404.94,17.98,5108.9,375.85,39.065,0.014626298
3433,95.7471,1403.44,17.74,5079.9,375.9,38.86,-0.007023126
3434,96.61,1432.12,15.6,5102.7,374.73,39.725,0.009012283
3435,97.2057,1437.92,14.38,5140.1,376.25,40.64,0.006166028
3438,94.6771,1429.08,16.28,5149.2,375.82,40.12,-0.026012878
3439,94.37,1433.56,16.41,5173.5,376.37,40.6,-0.003243657
3440,95.6843,1436.56,15.8,5186.2,375.77,40.78,0.013927095
3441,97.5686,1459.99,14.05,5218.9,376.5,41.875,0.019692886
3442,98.7543,1465.77,14.51,5270.8,375.74,42.37,0.012152475
3445,99.9687,1461.19,14.59,5153,375.85,41.91,0.012297186
3446,100.2729,1459.32,14.18,5088.1,375.99,41.925,0.003042952
3447,100.3,1461.05,13.88,4986.4,376.69,41.93,0.000270262
3448,99.8143,1460.26,14.07,4998.7,376.65,41.68,-0.004842473
3449,100.0136,1460.15,13.98,5041.3,377.02,41.775,0.001996708
3452,98.6843,1456.89,14.15,4993.6,377.5,41.74,-0.013291192
3453,96.22,1441.59,15.43,5001.1,377.97,41.115,-0.024971551
3454,95.0257,1433.32,16.81,4949.6,378.27,40.925,-0.01241218
3455,97.3314,1447.15,14.84,5013.3,378.14,41.58,0.024263962
3456,95.3007,1440.67,15.73,5054.81,378.21,41.325,-0.020863771
3459,94.1986,1444.49,16.32,5064.3,378.38,41.74,-0.011564448
3460,94.4729,1445.75,15.71,5043.1,378.66,41.8,0.002911933
3461,95.9214,1450.99,15.43,4927.1,378.19,41.52,0.015332439
3462,95.2571,1461.4,14.55,5050.8,378.13,41.945,-0.006925462
3463,93.2271,1460.93,14.33,5010.3,377.63,41.95,-0.021310747
3466,91.1671,1455.88,15.11,4988.8,377.66,41.58,-0.022096579
3467,90.8357,1441.48,16.37,5070.9,377.75,41.27,-0.003635083
3468,91.5586,1432.56,16.29,5053.6,378.01,41.02,0.007958325
3469,89.7286,1432.84,15.59,5108.4,378.45,41.4,-0.019987199
3470,89.9591,1428.59,16.14,5058.6,379.03,41.27,0.002568858
3473,90.68,1440.13,15.27,5041.8,378.69,41.51,0.008013642
3474,92.8275,1454.92,15.22,5050.6,378.35,41.94,0.023682179
3475,92.0877,1460.91,15.07,5055.9,378.09,42.27,-0.007969621
3476,90.3771,1457.34,15.03,5057.4,377.63,42.155,-0.018575771
3477,87.12,1433.19,17.06,4988.4,378.02,41.5,-0.036038997
3480,90.5757,1433.82,16.62,4931,377.48,41.9,0.039665978
3481,87.6222,1413.11,18.83,4861.1,377.23,41.04,-0.032608084
3482,88.1186,1408.75,18.33,4841.7,377.27,41.08,0.005665231
3483,87.0769,1412.97,18.12,4847.2,376.45,41.5,-0.011821568
3484,86.2857,1411.94,17.81,4858.6,377.52,41.21,-0.009086221
3489,85.0457,1412.16,18.6,4849.3,378.19,41.15,-0.014370863
3490,85.22,1427.59,16.69,4857.8,377.66,41.82,0.002049486
3491,82.4,1414.2,17.59,4760.6,377.05,41.6,-0.033090824
3494,83.5173,1417.26,18.42,4789.4,377.49,41.8,0.013559466
3495,83.2642,1428.39,17.58,4901.7,376.79,42.1301,-0.00303051
3496,79.7146,1394.53,19.08,4778.3,377.92,41.4403,-0.042630566
3497,76.8214,1377.51,18.49,4793,378.27,40.92,-0.036294481
3498,78.1514,1379.85,18.61,4826.2,378.34,41,0.017312884
3501,77.5471,1380.03,16.68,4807.5,378.35,41.155,-0.007732427
3502,77.5569,1374.53,16.65,4794,378.5,40.78,0.000126375
3503,76.6971,1355.49,17.92,4824.9,377.87,40.155,-0.011086054
3504,75.0886,1353.33,17.99,4800,377.46,40.29,-0.02097211
3505,75.3826,1359.88,16.41,4822,377.21,40.41,0.003915375
3508,80.8186,1386.89,15.24,4924.8,377.36,41.115,0.072112132
3510,80.2429,1391.03,15.31,4890.2,375.91,40.96,-0.00712336
3512,81.6429,1409.15,15.14,4918.9,376.44,41.63,0.017447026
3515,84.2186,1406.29,15.5,4897.7,377.03,41.635,0.031548365
3516,83.54,1398.94,15.92,4889.9,377.12,41.2814,-0.008057602
3517,83.2771,1409.93,15.51,4864.4,377.7,41.51,-0.003146995
3518,84.1943,1415.95,15.06,4915.5,377.69,41.815,0.011013832
3519,83.6114,1416.18,15.87,4920.9,377.74,41.785,-0.006923272
3522,83.7414,1409.46,16.64,4926.5,377.94,41.77,0.001554812
3523,82.2636,1407.05,17.12,4882.4,378.63,41.8901,-0.017647185
3524,76.9703,1409.28,16.46,4869.6,378.45,42.3391,-0.064345591
3525,78.1778,1413.94,16.58,4812.3,378.34,42.66,0.015687869
3526,76.1786,1418.07,15.9,4789.6,377.66,42.785,-0.025572477
3529,75.6887,1418.55,16.05,4777.1,377.78,43.0309,-0.00643094
3530,77.3411,1427.84,15.57,4780.1,377.76,43.25,0.021831528
3531,77,1428.48,15.95,4817.8,377.34,43.38,-0.004410333
3532,75.67,1419.45,16.56,4773.9,376.71,43.19,-0.017272727
3533,72.8277,1413.58,17,4817.5,377.05,43.38,-0.037561781
3536,74.1186,1430.36,16.34,4815.8,376.52,43.495,0.017725398
3537,76.2714,1446.79,15.57,4840.5,375.89,43.53,0.029045341
3538,75.1871,1435.81,17.36,4874.9,376.41,43.51,-0.014216338
3539,74.5329,1443.69,17.67,4865.5,376.47,43.77,-0.008700961
3540,74.19,1430.15,17.84,4832.3,376.91,43.265,-0.004600653
3543,74.3097,1426.66,18.59,4822.8,376.4,43.18,0.001613425
3545,73.2856,1419.83,19.48,4886.9,376.14,43.305,-0.013781512
3546,73.58,1418.1,19.47,4882.9,376.63,43.5431,0.00401716
3547,72.7985,1402.43,22.72,4872.7,376.59,43.7,-0.010621093
3550,76.0247,1426.19,18.02,4889,376.06,44.35,0.044316847
3552,78.4329,1462.42,14.68,4934.2,375.18,45.225,0.031676547
3553,77.4423,1459.37,14.56,4915.3,374.2,44.9024,-0.012629904
3554,75.2857,1466.47,13.83,4890,373.1,44.99,-0.02784783
3557,74.8429,1461.89,13.79,4905,373.72,44.65,-0.005881595
3558,75.0443,1457.15,13.62,4914.8,374.26,44.25,0.00269097
3559,73.8714,1461.02,13.81,4906.8,374.01,44.44,-0.015629435
3560,74.7871,1472.12,13.49,4934.6,373.96,44.825,0.012395866
3561,74.3286,1472.05,13.36,4907.5,374.22,44.47,-0.006130736
3564,71.6786,1470.68,13.52,4949.4,374.31,44.66,-0.035652494
3565,69.4171,1472.34,13.55,4926.7,374.83,44.47,-0.03155056
3566,72.2986,1472.63,13.42,4935.2,374.74,44.43,0.041509945
3567,71.8114,1480.94,13.57,4972.3,373.8,44.678,-0.00673872
3568,71.4286,1485.98,12.46,4992.1,374.13,44.775,-0.00533063
3572,72.11,1492.56,12.43,5016.6,374.48,44.705,0.009539596
3573,73.4293,1494.81,12.46,5000.9,374.5,44.47,0.018295659
3574,64.3571,1494.82,12.69,5017.8,373.79,44.31,-0.123550136
3575,62.84,1502.96,12.89,5006.6,372.69,44.16,-0.023573157
3579,65.4671,1507.84,13.31,5065.3,372.09,44.34,0.041806174
3580,65.2614,1501.96,14.32,5106.4,371.89,44.13,-0.003142036
3581,65.07,1498.11,14.28,5102,372.12,44.215,-0.002932821
3582,64.8029,1513.17,12.9,5129.9,371.98,44.505,-0.00410481
3585,63.188,1495.71,14.67,5090.8,371.53,43.92,-0.024920181
3586,65.4063,1511.29,13.72,5112.2,370.65,43.97,0.035106349
3587,65.3357,1512.12,13.41,5108,371.07,43.92,-0.001079407
3588,66.8886,1509.39,13.5,5088.3,371,43.53,0.023768017
3589,67.8543,1517.93,13.02,5116.2,370.88,43.85,0.014437438
3592,68.5614,1517.01,12.94,5108.8,370.83,43.83,0.010420858
3593,66.8429,1519.43,12.64,5113.9,370.89,43.95,-0.025065124
3594,66.7157,1520.33,12.98,5111.3,370.29,44.17,-0.00190297
3595,66.6557,1521.38,12.66,5112.6,370.75,44.145,-0.000899339
3596,65.7371,1519.79,12.46,5086.9,370.66,43.99,-0.013781267
3600,65.7129,1530.94,12.31,5084.5,370.34,44.08,-0.000368133
3601,64.1214,1511.95,14.68,5029.3,370.18,43.685,-0.024218989
3602,63.7229,1502.42,15.22,4946.7,370.53,43.09,-0.006214774
3603,64.4014,1515.6,14.17,4952.8,370.68,43.28,0.010647664
3606,63.2571,1487.85,18.99,4956.7,371.11,42.7,-0.017768247
3607,64.1386,1496.94,16.87,4918.6,371.82,42.94,0.013935195
3608,63.51,1515.99,14.73,4892.7,371.91,43.41,-0.00980065
3609,63.0571,1514.68,15.51,4878.3,371.93,43.205,-0.00713116
3610,61.4957,1518.2,15.36,4836.5,372.15,43.31,-0.024761684
3613,60.0071,1525.2,14.01,4819.7,371.58,42.905,-0.024206571
3614,61.592,1539.79,13.48,4861.3,371.35,43.415,0.026411875
3615,60.8089,1541.46,13.53,4829.7,370.73,43.63,-0.012714314
3616,61.5117,1544.26,13.06,4864.3,369.79,43.75,0.011557519
3617,61.6743,1551.18,12.59,4877.84,369.22,44.13,0.0026434
3620,62.5529,1556.22,11.56,4874,368.41,43.89,0.014245804
3621,61.2043,1552.48,12.27,4877.9,369.02,43.39,-0.021559352
3622,61.1929,1554.52,11.83,4856.6,368.89,42.98,-0.000186261
3623,61.7857,1563.23,11.3,4879.5,368.91,43.16,0.009687398
3624,63.38,1560.7,11.3,4896.6,369.25,42.77,0.025803705
3627,65.1029,1552.1,13.36,4880.1,370.39,42.285,0.027183654
3628,64.9271,1548.34,14.39,4826.5,370.81,41.99,-0.002700341
3629,64.5829,1558.71,12.67,4868.2,370.31,42.231,-0.00530133
3630,64.6757,1545.8,13.99,4837,370.68,41.8,0.001436913
3631,65.9871,1556.89,13.57,4851.6,370.83,41.96,0.020276549
3634,66.2257,1551.69,13.74,4870.7,371.26,41.92,0.003615858
3635,65.8766,1563.77,12.77,4912,371.25,42.52,-0.005271367
3636,64.5829,1562.85,13.15,4936.4,371.43,42.68,-0.019638233
3637,63.2371,1569.19,12.7,4915.9,371.73,42.77,-0.020838333
3641,61.2729,1562.17,13.58,4901.3,372.32,42.31,-0.03106088
3642,61.3989,1570.25,12.78,4892,372.09,42.325,0.002056374
3643,61.7129,1553.69,14.21,4793,373.07,41.83,0.005114098
3644,61.1029,1559.98,13.89,4750.5,373,41.709,-0.009884481
3645,60.4571,1553.28,13.92,4713.9,373.85,41.61,-0.010569056
3648,60.8871,1563.07,13.19,4743.8,373.1,41.68,0.007112481
3649,60.9971,1568.61,12.84,4779.4,372.87,42.09,0.001806622
3650,62.2414,1587.73,12.36,4770.9,371.91,42.495,0.02039933
3651,62.0471,1593.37,12.24,4737,372.24,42.525,-0.003121716
3652,61.4,1588.85,12.06,4673.7,373.1,41.875,-0.010429174
3655,59.9786,1552.36,17.27,4566.2,373.47,40.86,-0.023149837
3656,60.8914,1574.57,13.96,4574.3,373.52,41.7,0.015218761
3657,57.5429,1552.01,16.51,4507.3,373.47,41.035,-0.054991345
3658,56.0071,1541.61,17.56,4545.1,373.7,41.045,-0.026689652
3659,55.79,1555.25,14.97,4556.2,373.2,41.64,-0.003876294
3662,56.9529,1562.5,14.39,4568.3,373.2,41.84,0.020844237
3663,58.0186,1578.78,13.48,4553.3,373.33,42.04,0.018711953
3664,57.9231,1578.79,13.61,4609.9,373.25,42.295,-0.001646024
3665,58.34,1585.16,13.62,4688.7,373.2,42.67,0.007197474
3666,59.6007,1582.24,13.61,4667.2,374.65,42.24,0.02160953
3669,61.4457,1593.61,13.71,4725,374.85,42.68,0.030956012
3670,63.2543,1597.57,13.52,4683.3,375.41,43.29,0.029434118
3671,62.7557,1582.7,14.49,4583,375.92,42.82,-0.007882468
3672,63.6457,1597.59,13.59,4669.7,375.54,43.1601,0.014181979
3673,64.2829,1614.42,12.85,4733.2,373.88,43.52,0.010011674
3676,65.8157,1617.5,12.66,4745.6,373.32,43.58,0.023844599
3677,65.5226,1625.96,12.83,4728.1,373.19,43.89,-0.004453345
3678,66.2629,1632.69,12.66,4745.5,373.98,44.23,0.011298392
3679,65.2529,1626.67,13.13,4760.5,373.2,43.91,-0.015242315
3680,64.71,1633.7,12.59,4718.3,370.26,43.57,-0.008319937
3683,64.9629,1633.77,12.55,4706.5,369.94,43.17,0.003908206
3684,63.4086,1650.34,12.77,4689.1,369.17,43.37,-0.023925964
3685,61.2643,1658.78,12.81,4684.3,368.59,43.385,-0.033817179
3686,62.0826,1650.47,13.07,4707.5,370.14,43.23,0.013356882
3687,61.8943,1667.47,12.45,4737.9,368.45,43.42,-0.003033056
3690,63.2757,1666.29,13.02,4760.1,368.46,43.53,0.022318695
3691,62.8086,1669.16,13.37,4730.2,368.56,43.44,-0.007381981
3692,63.0506,1655.35,13.82,4692.3,367.29,42.96,0.003852976
3693,63.1629,1650.51,14.07,4684,368.05,42.64,0.001781109
3694,63.5929,1649.6,13.99,4680.6,368.36,42.265,0.006807794
3698,63.0627,1660.06,14.48,4726.8,366.05,42.5,-0.008337409
3699,63.5643,1648.36,14.83,4672.7,366.75,41.96,0.007953989
3700,64.5114,1654.41,14.53,4666,367.21,41.96,0.014899873
3701,64.2479,1630.74,16.3,4613.6,366.39,41.195,-0.004084549
3704,64.3886,1640.42,16.28,4666.8,367.5,41.81,0.002189955
3705,64.1871,1631.38,16.27,4689.9,366.71,41.3,-0.003129436
3706,63.5871,1608.9,17.5,4697,367.27,40.56,-0.009347673
3707,62.6371,1622.56,16.63,4712.9,368.2,40.9,-0.014940137
3708,63.1159,1643.38,15.14,4738.8,367.9,40.69,0.007644032
3711,62.6986,1642.81,15.44,4715.2,366.51,40.14,-0.006611646
3712,62.5143,1626.13,17.07,4690.8,367.54,39.38,-0.00293946
3713,61.7414,1612.52,18.59,4708.8,367.85,39.11,-0.012363571
3714,62.2807,1636.36,16.41,4738.3,369.21,39.94,0.00873482
3715,61.4357,1626.73,17.15,4775.1,370.17,39.31,-0.013567606
3718,61.7143,1639.04,16.8,4769.8,369.63,39.67,0.004534823
3719,61.6814,1651.81,16.61,4788.5,369.2,39.835,-0.000533102
3720,60.4286,1628.93,16.64,4810,367.91,38.61,-0.020310823
3721,59.5483,1588.19,20.49,4663.4,363.28,36.88,-0.014567605
3722,59.0714,1592.43,18.9,4614.8,361.84,37.41,-0.008008625
3725,57.5057,1573.09,20.11,4616.8,360.66,36.65,-0.026505212
3726,57.5186,1588.03,18.47,4628.3,360.08,37.43,0.000224326
3727,56.8671,1603.26,17.21,4621.6,361.05,38.02,-0.011326771
3728,56.2543,1613.2,16.86,4659,361.8,38.28,-0.010776002
3729,56.6471,1606.28,16.86,4624.4,361.74,38.5,0.006982577
3732,58.46,1614.96,16.37,4660.1,361.93,38.62,0.032003404
3733,59.7843,1614.08,16.44,4698.1,361.92,37.93,0.022653096
3734,60.1143,1615.41,16.2,4761.2,361.53,37.58,0.005519844
3736,59.6314,1631.89,14.89,4796.3,357.55,37.34,-0.00803303
3739,59.2929,1640.46,14.78,4805.5,358.9,37.39,-0.00567654
3740,60.3357,1652.32,14.35,4826.5,359.2,37.88,0.017587266
3741,60.1043,1652.62,14.21,4885.9,359.17,37.52,-0.003835209
3742,61.0411,1675.02,14.01,4869.2,362.02,39.355,0.015586239
3743,60.93,1680.19,13.84,4897,361.61,38.94,-0.001820085
3746,61.0629,1682.5,13.79,4895.3,362.14,39.34,0.002181192
3747,61.4564,1676.26,14.42,4907.4,363.06,39.5,0.006444175
3748,61.4729,1680.91,13.78,4912.4,363.33,39.86,0.000268483
3749,61.6797,1689.37,13.77,4945.8,362.62,39.39,0.003364084
3750,60.7071,1692.09,12.54,4942.8,363.68,39.275,-0.015768559
3753,60.9014,1695.53,12.29,4925.9,364.65,39.67,0.003200614
3754,59.8557,1692.39,12.66,4927.4,364.22,40.1,-0.017170377
3755,62.93,1685.94,13.18,4877.8,363.1,39.69,0.051361859
3756,62.6429,1690.25,12.97,4867.1,362.98,39.92,-0.004562212
3757,62.9986,1691.65,12.72,4837.7,364.44,39.83,0.005678217
3760,63.97,1685.33,13.39,4835.2,364.19,39.33,0.01541939
3761,64.76,1685.96,13.39,4801.9,363.92,39.24,0.012349539
3762,64.6471,1685.73,13.45,4851.6,364.03,39.01,-0.00174336
3763,65.2394,1706.87,12.94,4913.4,361.96,39.715,0.009162051
3764,66.0771,1709.67,11.98,4882.8,363.98,39.71,0.0128404
3767,67.0643,1707.14,11.84,4858.8,363.58,39.46,0.014940123
3768,66.4643,1697.37,12.72,4822.7,364.13,38.96,-0.008946638
3769,66.4257,1690.91,12.98,4788,365.24,38.54,-0.000580763
3770,65.8586,1697.48,12.73,4779.4,366.09,39.28,-0.008537358
3771,64.9214,1691.42,13.41,4836.3,365.97,39.36,-0.014230488
3774,66.7657,1689.47,12.81,4872.4,365.42,39.725,0.028408198
3775,69.9386,1694.16,12.31,4894.5,362.96,39.97,0.047522905
3776,71.2143,1685.39,13.04,4913.2,363.19,40.1,0.018240285
3777,71.13,1661.32,14.73,4952.8,362.25,39.64,-0.001183751
3778,71.7614,1655.83,14.37,4960.9,361.63,39.3,0.008876705
3781,72.5343,1646.06,15.1,4957.9,360.66,38.56,0.010770414
3782,71.5814,1652.35,14.91,4926.7,362.18,38.49,-0.013137233
3783,71.7657,1642.8,15.94,4902.8,361.17,37.59,0.002574691
3784,71.8514,1656.96,14.76,4910.3,360.11,38.2,0.001194164
3785,71.5743,1663.5,13.98,4956.9,361.52,38.65,-0.003856571
3788,71.8529,1656.78,14.99,4966.6,361.9,38.23,0.003892459
3789,69.7986,1630.48,16.77,5060.4,363.63,37.355,-0.028590356
3790,70.128,1634.96,16.49,5103.5,362.48,37.43,0.004719292
3791,70.2429,1638.17,16.81,5064.5,362.46,37.725,0.001638433
3792,69.6023,1632.97,17.01,5015.4,362.52,38.02,-0.009119783
3796,69.7971,1639.77,16.61,5043,360.47,38.26,0.002798758
3797,71.2416,1653.08,15.88,5007.9,360.1,38.935,0.020695702
3798,70.7529,1655.08,15.77,5015.5,357.98,39.4,-0.006859756
3799,71.1743,1655.17,15.85,5071,359.36,39.975,0.00595594
3802,72.31,1671.71,15.63,5020.3,360.33,41.035,0.015956602
3803,70.6629,1683.99,14.53,4947.5,359.11,41.345,-0.022778316
3804,66.8157,1689.13,13.82,4953.9,360.12,41.37,-0.054444411
3805,67.5271,1683.42,14.29,4993.8,360.74,40.89,0.010647198
3809,64.3029,1697.6,14.38,4935.6,361.84,41.62,-0.047746756
3810,65.0457,1704.76,14.53,4875.1,361.9,41.53,0.011551579
3811,66.3829,1725.52,13.59,4948.8,364.18,43.275,0.020557854
3812,67.4714,1722.34,13.16,4928.5,364.54,43.04,0.016397295
3813,66.7729,1709.91,13.12,4893,364.46,42.075,-0.010352535
3816,70.0914,1701.84,14.31,4853.1,365.24,42.225,0.049698306
3817,69.8714,1697.42,14.08,4846.7,366.36,41.87,-0.003138759
3818,68.79,1692.77,14.01,4856.2,367.04,41.55,-0.015477005
3819,69.46,1698.67,14.06,4880.7,366.27,41.72,0.009739788
3820,68.9643,1691.75,15.46,4875.8,367.15,41.235,-0.007136481
3823,68.1071,1681.55,16.6,4845.3,367.24,40.755,-0.012429619
3824,69.7086,1695,15.54,4823,367.06,41.57,0.023514435
3825,69.9371,1693.87,16.6,4881.9,367.99,41.725,0.003277931
3826,69.0586,1678.66,17.67,4870.8,368.33,41.57,-0.012561287
3827,69.0043,1690.5,16.74,4882.4,367.78,42.11,-0.000786289
3830,69.6786,1676.12,19.41,4889.5,368.04,41.75,0.009771855
3831,68.7057,1655.45,20.34,4909,368,41.35,-0.01396268
3832,69.5126,1656.4,19.6,4856.2,367.46,41.655,0.011744295
3833,69.9483,1692.56,16.48,4924.2,366.94,42.64,0.006267928
3834,70.4017,1703.2,15.72,4897.4,367.17,42.825,0.00648193
3837,70.8629,1710.14,16.07,4905,367.38,43.08,0.006550978
3838,71.24,1698.06,18.66,4881.5,366.37,42.66,0.005321543
3839,71.5877,1721.54,14.71,4919,367.04,42.995,0.004880685
3840,72.0714,1733.15,13.48,4870.7,369.5,43.265,0.006756747
3841,72.6986,1744.5,13.04,4898.7,369.8,43.309,0.008702481
3844,74.4803,1744.66,13.16,4869.6,369.29,43.24,0.024508037
3845,74.2668,1754.67,13.33,4853,371.05,43.655,-0.00286653
3846,74.9943,1746.38,13.42,4786,371.81,42.64,0.009795763
3847,75.9871,1752.07,13.2,4777.8,371.33,42.55,0.013238339
3848,75.1369,1759.77,13.09,4789.4,371.55,42.745,-0.011188741
3851,75.6966,1762.11,13.31,4830.3,371.37,43,0.00744907
3852,73.8111,1771.95,13.41,4814.8,371.2,43.135,-0.024908648
3853,74.9851,1763.31,13.65,4811.3,371.17,42.9,0.015905467
3854,74.6717,1756.54,13.75,4775.4,370.59,42.455,-0.004179497
3855,74.29,1761.64,13.28,4696.5,369.03,42.475,-0.005111709
3858,75.25,1767.93,12.93,4684.4,369.55,42.74,0.012922331
3859,75.0641,1762.97,13.27,4654.6,368.47,41.88,-0.002470432
3860,74.4171,1770.49,12.67,4677.3,368.84,42.01,-0.0086193
3861,73.2131,1747.15,13.91,4637,368.86,41.25,-0.016179077
3862,74.3657,1770.61,12.9,4671,366.88,41.159,0.015743084
3865,74.1497,1771.89,12.53,4700.3,366.96,40.95,-0.002904565
3866,74.2871,1767.69,12.82,4658.9,366.62,40.73,0.001853008
3867,74.3763,1782,12.52,4689,367.29,40.8,0.001200747
3868,75.4514,1790.62,12.37,4712.6,368.13,41.455,0.014454873
3869,74.9987,1798.18,12.19,4713.5,368.14,42.245,-0.005999889
3872,74.0899,1791.53,13.1,4690.9,369.11,42.625,-0.012117543
3873,74.2214,1787.87,13.39,4673.5,368.5,42.37,0.001774871
3874,73.5714,1781.37,13.4,4692.7,367.69,41.79,-0.008757582
3875,74.448,1795.85,12.66,4754.2,367.24,41.75,0.011914956
3876,74.2571,1804.76,12.26,4770.6,367.76,42.05,-0.002564206
3879,74.82,1802.48,12.79,4756.9,367.67,41.51,0.00758042
3880,76.2,1802.75,12.81,4755.6,368.6,41.65,0.018444266
3881,77.9943,1807.23,12.98,4743,367.97,41.92,0.023547244
3883,79.4386,1805.81,13.7,4738.1,368.1,42.35,0.01851802
3886,78.7471,1800.9,14.23,4764.2,366.8,41.46,-0.008704836
3887,80.9031,1795.15,14.55,4812.2,367.37,41.32,0.027378786
3888,80.7143,1792.81,14.7,4827.9,366.05,41.27,-0.002333656
3889,81.1287,1785.03,15.08,4814.9,366.31,41.03,0.005134158
3890,80.0029,1805.09,13.79,4828.2,366.25,41.94,-0.013876717
3893,80.9186,1808.37,13.49,4800.5,366.71,42,0.011445835
3894,80.7929,1802.62,13.91,4813.3,367.93,42.02,-0.001553413
3895,80.1943,1782.22,15.42,4812,367.48,41.09,-0.007409067
3896,80.0771,1775.5,15.54,4784.2,366.63,40.85,-0.001461451
3897,79.2043,1775.32,15.76,4762.9,366.69,40.95,-0.010899496
3900,79.6429,1786.54,16.03,4791.9,366.87,41.215,0.005537578
3901,79.2843,1781,16.21,4768.3,367.51,40.86,-0.004502598
3902,78.6814,1810.65,13.8,4795.7,367.08,41.3,-0.00760428
3903,77.78,1809.6,14.15,4827.2,365.99,40.54,-0.011456329
3904,78.4314,1818.32,13.79,4866.1,366.65,40.48,0.008374904
3907,81.4414,1827.99,13.04,4854.8,366.43,40.78,0.038377487
3908,81.0957,1833.32,12.48,4865.7,365.44,41.02,-0.00424477
3910,80.5571,1842.02,12.33,4871.3,365.28,40.67,-0.006641536
3911,80.0129,1841.4,12.46,4893.4,365.21,41.3,-0.006755457
3914,79.2171,1841.07,13.56,4856.2,366.01,41.48,-0.009945896
3915,80.1457,1848.36,13.72,4829.5,365.65,41.795,0.011722217
3917,79.0186,1831.98,14.23,4738.4,365.58,40.19,-0.014063138
3918,77.2829,1831.37,13.76,4693.1,365.65,40.12,-0.021965714
3921,77.7043,1826.77,13.55,4688.6,366.33,39.74,0.005452694
3922,77.1482,1837.88,12.92,4699.2,366.66,39.91,-0.007156618
3923,77.6371,1837.49,12.87,4663.7,365.77,39.78,0.006337154
3924,76.6456,1838.13,12.89,4625.6,366.06,39.57,-0.012770956
3925,76.1343,1842.37,12.14,4659.3,368.23,40.27,-0.006670963
3928,76.5329,1819.2,13.28,4652.7,369.07,39.79,0.005235485
3929,78.0557,1838.88,12.28,4658.1,368.48,40.22,0.019897325
3931,79.1786,1845.89,12.53,4683.1,368.32,39.99,0.014385881
3932,77.2386,1838.7,12.44,4699.2,368.52,39.79,-0.02450157
3936,78.4386,1843.8,12.87,4705.7,368.62,39.73,0.015536273
3937,78.7871,1844.86,12.84,4757.9,368.16,40.26,0.004442966
3938,79.4543,1828.46,13.77,4760.6,369.87,39.27,0.008468391
3939,78.01,1790.29,18.14,4770.3,370.78,38.24,-0.018177745
3942,78.6429,1781.56,17.42,4720.3,370.33,38.09,0.008113062
3943,72.3571,1792.5,15.8,4763,370.49,38.33,-0.079928385
3944,71.5357,1774.2,17.35,4786,371.56,37.78,-0.01135203
3945,71.3974,1794.19,17.29,4783.9,370.99,38.13,-0.0019333
3946,71.5143,1782.59,18.41,4750.4,371.5,38.19,0.001637315
3949,71.6471,1741.89,21.44,4726.44,373.03,37.11,0.001856971
3950,72.6843,1755.2,19.11,4759.51,372.37,37.86,0.014476511
3951,73.2271,1751.64,19.95,4764.66,372,37.72,0.007467913
3952,73.2157,1773.43,17.23,4784.46,371.58,38.51,-0.00015568
3953,74.24,1797.02,15.29,4849.77,372.21,38.73,0.013990169
3956,75.57,1799.84,15.26,4829.87,372.38,38.3,0.017914871
3957,76.5657,1819.75,14.51,4848.32,371.9,39.13,0.013175863
3958,76.56,1819.26,14.3,4859.36,370.93,39.14,-7.44E-05
3959,77.7757,1829.83,14.14,4874.79,372.23,39.18,0.015879049
3960,77.7129,1838.63,13.57,4891.25,372.32,39.66,-0.00080745
3964,77.9986,1840.76,13.87,4965.66,372.91,39.29,0.003676352
3965,76.7671,1828.75,15.5,4993.06,372.63,39.02,-0.015788745
3966,75.8786,1839.78,14.79,4988.51,371.98,39.16,-0.011573969
3967,75.0357,1836.25,14.68,4974,372.35,39.43,-0.011108534
3970,75.3643,1847.61,14.23,4986.51,372.27,39.43,0.004379249
3971,74.58,1845.12,13.67,4960.17,373.32,38.98,-0.010406784
